Insurance	HaveEmail	HaveFitbit	Gdr_Cd	AgeBand	MbrCnt	Age	Female	HasEmail	HasFitbit	IP Admit	ER Visit	PMPM	Med	Ip	Op	Dr	Er	Rx	Charlson	AIDS_HIV	AMI	Angina	Cancer	CEVD	CHF	COPD	Dementia	Diabetes	HTN	Liver	Paralysis	PVD	Renal_Failure	Rheumatic	Ulcers	Depression	Skin
NULL	Yes	No	NULL	45-64	2037590	54.228929	0.472709	1.000000	0.000000	0.049580	0.161013	676.502431	586.426729	151.168614	240.143057	166.173928	28.941129	90.075701	0.955411	0.003910	0.006878	0.037118	0.040271	0.016402	0.012702	0.073587	0.000684	0.114523	0.303555	0.030785	0.001917	0.017010	0.016430	0.015283	0.003738	0.068160	0.011538
NULL	NULL	No	NULL	45-64	3499657	54.221852	0.498678	0.582225	0.000000	0.046061	0.160736	590.272637	524.632663	136.730594	213.107702	146.371737	28.422629	65.639973	0.871701	0.002996	0.006468	0.033447	0.035601	0.015373	0.012111	0.068744	0.000691	0.105842	0.279413	0.027937	0.001839	0.015914	0.014926	0.013660	0.003534	0.061334	0.010748
UHC-FI	No	No	NULL	65+	36443	69.220645	0.465439	0.000000	0.000000	0.087780	0.213072	745.419764	611.431909	202.646830	231.656002	150.799116	26.329959	133.987855	1.493428	0.000795	0.016326	0.100568	0.074691	0.049364	0.042065	0.100814	0.011991	0.176165	0.461295	0.030239	0.003183	0.057377	0.050489	0.015887	0.005488	0.044782	0.013555
Uni-ASO	No	No	NULL	65+	422726	76.051813	0.574227	0.000000	0.000000	0.094337	0.206400	257.069138	239.711867	78.729459	87.412576	64.610035	8.959796	17.357270	1.276825	0.000496	0.014624	0.094183	0.064221	0.056622	0.051889	0.084094	0.029950	0.125610	0.343780	0.018170	0.004269	0.068458	0.055480	0.015224	0.005005	0.038634	0.014318
NULL	No	No	NULL	65+	459169	75.509642	0.565593	0.000000	0.000000	0.093817	0.206930	295.828204	269.214280	88.564445	98.860786	71.450628	10.338419	26.613924	1.294017	0.000520	0.014759	0.094690	0.065052	0.056046	0.051109	0.085421	0.028525	0.129623	0.353107	0.019128	0.004183	0.067578	0.055084	0.015277	0.005043	0.039122	0.014258
UHC-FI	Yes	No	NULL	65+	54884	68.270807	0.430435	1.000000	0.000000	0.098280	0.192187	1114.413834	843.039102	265.444016	334.933964	215.306471	27.354649	271.374732	1.712329	0.001475	0.019185	0.129290	0.097314	0.054296	0.040940	0.110214	0.006231	0.197307	0.520789	0.037023	0.003316	0.059343	0.053476	0.023249	0.006140	0.055553	0.015997
Uni-ASO	Yes	No	NULL	65+	337212	72.573422	0.449334	1.000000	0.000000	0.088828	0.178181	432.313363	375.247002	114.821566	142.669641	106.049563	11.706230	57.066360	1.359813	0.001037	0.014827	0.103294	0.078858	0.053349	0.043684	0.088009	0.019317	0.138989	0.375745	0.024088	0.003798	0.061821	0.050822	0.016858	0.005085	0.044476	0.013964
NULL	Yes	No	NULL	65+	392096	71.971160	0.446689	1.000000	0.000000	0.090151	0.180142	527.791007	440.726634	135.905083	169.582017	121.342900	13.896632	87.064373	1.409157	0.001099	0.015437	0.106932	0.081441	0.053481	0.043300	0.091117	0.017485	0.147152	0.396048	0.025899	0.003731	0.061474	0.051194	0.017753	0.005233	0.046026	0.014249
NULL	NULL	No	NULL	65+	851265	73.879803	0.510825	0.460603	0.000000	0.092128	0.194591	402.671182	348.213543	110.369729	131.435263	94.431205	11.977346	54.457638	1.347051	0.000787	0.015071	0.100329	0.072601	0.054865	0.047512	0.088045	0.023440	0.137697	0.372886	0.022246	0.003975	0.064767	0.053292	0.016417	0.005131	0.042302	0.014254
NULL	NULL	No	NULL	NULL	8566324	45.181102	0.494104	0.518310	0.000000	0.050699	0.177643	437.967884	391.435849	104.573237	148.945363	109.086812	28.830435	46.532034	0.628393	0.002142	0.004474	0.024836	0.024846	0.012976	0.010610	0.058886	0.002665	0.068019	0.179649	0.018814	0.001566	0.013991	0.012671	0.009392	0.002677	0.058286	0.009626
UHC-FI	Yes	Yes	NULL	18-44	69528	34.292831	0.658597	1.000000	1.000000	0.053115	0.139713	437.874535	335.987348	88.440137	120.693577	102.700218	24.153414	101.887186	0.366751	0.001280	0.000791	0.002560	0.010111	0.002761	0.002416	0.060349	0.000129	0.026564	0.076314	0.013303	0.000776	0.002516	0.003279	0.007824	0.001567	0.084023	0.007737
Uni-ASO	Yes	Yes	NULL	18-44	164419	34.874600	0.600253	1.000000	1.000000	0.054695	0.144454	406.240607	377.630615	91.865489	136.781714	122.140309	26.843101	28.609992	0.361223	0.001295	0.000772	0.003083	0.009779	0.002992	0.002305	0.059013	0.000127	0.028865	0.078573	0.013860	0.000693	0.003004	0.003144	0.006732	0.001842	0.074395	0.007827
NULL	Yes	Yes	NULL	18-44	233947	34.701701	0.617592	1.000000	1.000000	0.054225	0.143045	415.642069	365.254422	90.847490	132.000392	116.362801	26.043738	50.387646	0.362866	0.001290	0.000777	0.002928	0.009878	0.002923	0.002338	0.059410	0.000128	0.028181	0.077902	0.013695	0.000718	0.002859	0.003184	0.007057	0.001761	0.077256	0.007800
NULL	NULL	Yes	NULL	18-44	233947	34.701701	0.617592	1.000000	1.000000	0.054225	0.143045	415.642069	365.254422	90.847490	132.000392	116.362801	26.043738	50.387646	0.362866	0.001290	0.000777	0.002928	0.009878	0.002923	0.002338	0.059410	0.000128	0.028181	0.077902	0.013695	0.000718	0.002859	0.003184	0.007057	0.001761	0.077256	0.007800
UHC-FI	Yes	Yes	NULL	45-64	64422	53.987100	0.602371	1.000000	1.000000	0.040995	0.134131	729.027380	549.800512	130.800841	231.027737	164.682685	23.289246	179.226868	0.906670	0.001878	0.006503	0.038418	0.043696	0.014730	0.011486	0.077768	0.000714	0.095728	0.294045	0.028018	0.001086	0.015802	0.013256	0.017323	0.003089	0.073546	0.010493
Uni-ASO	Yes	Yes	NULL	45-64	173698	54.115971	0.562982	1.000000	1.000000	0.040259	0.128683	639.769869	590.137044	126.679707	252.618935	186.936383	23.902017	49.632824	0.885079	0.002147	0.006073	0.034870	0.044139	0.014651	0.010512	0.074226	0.000489	0.095286	0.285886	0.027645	0.001318	0.014271	0.013183	0.015573	0.003460	0.066748	0.010328
NULL	Yes	Yes	NULL	45-64	238120	54.081106	0.573639	1.000000	1.000000	0.040458	0.130157	663.917977	579.224227	127.794657	246.777560	180.915772	23.736235	84.693749	0.890920	0.002074	0.006190	0.035830	0.044019	0.014673	0.010776	0.075184	0.000550	0.095405	0.288094	0.027746	0.001255	0.014685	0.013203	0.016046	0.003359	0.068587	0.010372
NULL	NULL	Yes	NULL	45-64	238120	54.081106	0.573639	1.000000	1.000000	0.040458	0.130157	663.917977	579.224227	127.794657	246.777560	180.915772	23.736235	84.693749	0.890920	0.002074	0.006190	0.035830	0.044019	0.014673	0.010776	0.075184	0.000550	0.095405	0.288094	0.027746	0.001255	0.014685	0.013203	0.016046	0.003359	0.068587	0.010372
UHC-FI	Yes	Yes	NULL	65+	4750	67.885052	0.485052	1.000000	1.000000	0.084842	0.163368	1077.469985	820.177694	272.188778	312.836232	212.196947	22.955735	257.292291	1.562842	0.001263	0.011789	0.129894	0.093894	0.053052	0.039789	0.096000	0.005684	0.167789	0.501473	0.029684	0.002736	0.052000	0.046526	0.018736	0.005894	0.051789	0.013894
Uni-ASO	Yes	Yes	NULL	65+	28322	70.873208	0.497422	1.000000	1.000000	0.072734	0.142927	463.779327	408.444427	110.223199	163.993992	123.020545	11.206689	55.334899	1.222706	0.000564	0.013205	0.097309	0.075736	0.045830	0.033860	0.079761	0.016100	0.120365	0.363533	0.022738	0.002224	0.050349	0.039086	0.015359	0.004413	0.041275	0.009886
NULL	Yes	Yes	NULL	65+	33072	70.444031	0.495645	1.000000	1.000000	0.074473	0.145863	551.921278	467.580041	133.485672	185.371611	135.828598	12.894158	84.341237	1.271559	0.000665	0.013001	0.101989	0.078344	0.046867	0.034712	0.082093	0.014604	0.127177	0.383345	0.023736	0.002298	0.050586	0.040154	0.015844	0.004626	0.042785	0.010462
NULL	NULL	Yes	NULL	65+	33072	70.444031	0.495645	1.000000	1.000000	0.074473	0.145863	551.921278	467.580041	133.485672	185.371611	135.828598	12.894158	84.341237	1.271559	0.000665	0.013001	0.101989	0.078344	0.046867	0.034712	0.082093	0.014604	0.127177	0.383345	0.023736	0.002298	0.050586	0.040154	0.015844	0.004626	0.042785	0.010462
NULL	NULL	Yes	NULL	NULL	505139	46.177145	0.588889	1.000000	1.000000	0.049061	0.137154	541.600439	472.818088	111.055768	189.600047	148.067196	24.095076	68.782350	0.671281	0.001619	0.004129	0.024923	0.030454	0.011339	0.008435	0.068331	0.001274	0.066352	0.196983	0.020976	0.001074	0.011559	0.010327	0.011870	0.002702	0.070913	0.009187
UHC-FI	NULL	No	NULL	18-44	1229325	32.299116	0.473338	0.500025	0.000000	0.044332	0.185544	317.908773	258.847352	69.673430	88.131920	70.736714	30.305285	59.061421	0.282224	0.001465	0.000735	0.002606	0.006410	0.002502	0.001904	0.044595	0.000105	0.022511	0.059858	0.010725	0.000776	0.002073	0.002504	0.004439	0.001449	0.058767	0.007994
UHC-FI	NULL	No	NULL	45-64	1034697	54.075987	0.480541	0.585121	0.000000	0.044983	0.166800	615.495227	480.150866	131.486253	192.943767	127.886589	27.834255	135.344361	0.874564	0.002709	0.006867	0.035343	0.034729	0.015262	0.012426	0.069283	0.000569	0.107329	0.285567	0.028273	0.001615	0.016263	0.014605	0.013220	0.003410	0.059279	0.010992
UHC-FI	NULL	No	NULL	65+	91327	68.649829	0.444403	0.600961	0.000000	0.094090	0.200521	967.170950	750.618887	240.385514	293.722069	189.565545	26.945758	216.552062	1.624979	0.001204	0.018045	0.117829	0.088287	0.052328	0.041389	0.106463	0.008529	0.188870	0.497049	0.034316	0.003262	0.058558	0.052284	0.020311	0.005879	0.051255	0.015022
UHC-FI	NULL	No	NULL	NULL	2355349	43.275096	0.475380	0.541321	0.000000	0.046547	0.177890	473.812199	375.133346	103.446839	142.147030	100.449969	29.089507	98.678852	0.594502	0.002001	0.004100	0.021455	0.022025	0.010040	0.008057	0.057839	0.000635	0.066222	0.175963	0.019348	0.001241	0.010497	0.009750	0.008912	0.002482	0.058700	0.009584
UHC-FI	NULL	Yes	NULL	18-44	69528	34.292831	0.658597	1.000000	1.000000	0.053115	0.139713	437.874535	335.987348	88.440137	120.693577	102.700218	24.153414	101.887186	0.366751	0.001280	0.000791	0.002560	0.010111	0.002761	0.002416	0.060349	0.000129	0.026564	0.076314	0.013303	0.000776	0.002516	0.003279	0.007824	0.001567	0.084023	0.007737
UHC-FI	NULL	Yes	NULL	45-64	64422	53.987100	0.602371	1.000000	1.000000	0.040995	0.134131	729.027380	549.800512	130.800841	231.027737	164.682685	23.289246	179.226868	0.906670	0.001878	0.006503	0.038418	0.043696	0.014730	0.011486	0.077768	0.000714	0.095728	0.294045	0.028018	0.001086	0.015802	0.013256	0.017323	0.003089	0.073546	0.010493
UHC-FI	NULL	Yes	NULL	65+	4750	67.885052	0.485052	1.000000	1.000000	0.084842	0.163368	1077.469985	820.177694	272.188778	312.836232	212.196947	22.955735	257.292291	1.562842	0.001263	0.011789	0.129894	0.093894	0.053052	0.039789	0.096000	0.005684	0.167789	0.501473	0.029684	0.002736	0.052000	0.046526	0.018736	0.005894	0.051789	0.013894
UHC-FI	NULL	Yes	NULL	NULL	138700	44.590648	0.626539	1.000000	1.000000	0.048572	0.137930	595.010274	451.879026	114.408178	178.520721	135.239107	23.711018	143.131247	0.658489	0.001557	0.003821	0.023576	0.028579	0.010043	0.007909	0.069661	0.000591	0.063525	0.192004	0.020699	0.000987	0.010382	0.009394	0.012609	0.002422	0.078053	0.009228
Uni-ASO	NULL	No	NULL	18-44	2986077	31.707379	0.492525	0.467380	0.000000	0.046944	0.189373	318.956928	302.236820	79.600383	103.775412	85.355371	33.505652	16.720108	0.280878	0.001807	0.000656	0.002374	0.006217	0.002538	0.001915	0.044903	0.000109	0.022562	0.056955	0.010474	0.000885	0.002170	0.002632	0.004427	0.001479	0.059073	0.007663
Uni-ASO	NULL	No	NULL	45-64	2464960	54.283080	0.506292	0.581010	0.000000	0.046514	0.158191	579.685147	543.304440	138.931970	221.571759	154.131103	28.669606	36.380707	0.870499	0.003116	0.006301	0.032652	0.035968	0.015419	0.011979	0.068518	0.000742	0.105218	0.276830	0.027797	0.001933	0.015767	0.015061	0.013845	0.003586	0.062196	0.010646
Uni-ASO	NULL	No	NULL	65+	759938	74.508325	0.518808	0.443736	0.000000	0.091893	0.193878	334.831344	299.853713	94.744833	111.932136	82.998254	10.178488	34.977631	1.313650	0.000736	0.014714	0.098226	0.070716	0.055170	0.048248	0.085832	0.025232	0.131547	0.357964	0.020796	0.004060	0.065513	0.053413	0.015949	0.005041	0.041227	0.014161
Uni-ASO	NULL	No	NULL	NULL	6210975	45.903904	0.501205	0.509583	0.000000	0.052273	0.177549	424.374870	397.618145	105.000394	151.523453	112.362108	28.732189	26.756725	0.641246	0.002195	0.004616	0.026118	0.025916	0.014090	0.011578	0.059283	0.003434	0.068700	0.181047	0.018612	0.001689	0.015317	0.013778	0.009574	0.002751	0.058129	0.009642
Uni-ASO	NULL	Yes	NULL	18-44	164419	34.874600	0.600253	1.000000	1.000000	0.054695	0.144454	406.240607	377.630615	91.865489	136.781714	122.140309	26.843101	28.609992	0.361223	0.001295	0.000772	0.003083	0.009779	0.002992	0.002305	0.059013	0.000127	0.028865	0.078573	0.013860	0.000693	0.003004	0.003144	0.006732	0.001842	0.074395	0.007827
Uni-ASO	NULL	Yes	NULL	45-64	173698	54.115971	0.562982	1.000000	1.000000	0.040259	0.128683	639.769869	590.137044	126.679707	252.618935	186.936383	23.902017	49.632824	0.885079	0.002147	0.006073	0.034870	0.044139	0.014651	0.010512	0.074226	0.000489	0.095286	0.285886	0.027645	0.001318	0.014271	0.013183	0.015573	0.003460	0.066748	0.010328
Uni-ASO	NULL	Yes	NULL	65+	28322	70.873208	0.497422	1.000000	1.000000	0.072734	0.142927	463.779327	408.444427	110.223199	163.993992	123.020545	11.206689	55.334899	1.222706	0.000564	0.013205	0.097309	0.075736	0.045830	0.033860	0.079761	0.016100	0.120365	0.363533	0.022738	0.002224	0.050349	0.039086	0.015359	0.004413	0.041275	0.009886
Uni-ASO	NULL	Yes	NULL	NULL	366439	46.777646	0.574638	1.000000	1.000000	0.049246	0.136860	521.384403	480.743685	109.786854	193.793658	152.922727	24.240445	40.640717	0.676123	0.001642	0.004246	0.025433	0.031164	0.011830	0.008634	0.067828	0.001533	0.067421	0.198868	0.021081	0.001107	0.012004	0.010681	0.011589	0.002808	0.068210	0.009172
UHC-FI	No	NULL	NULL	18-44	614631	30.604979	0.448514	0.000000	0.000000	0.038022	0.186349	240.330706	209.466594	57.113626	68.535579	54.570973	29.246414	30.864111	0.212405	0.000719	0.000520	0.001758	0.004296	0.002009	0.001452	0.038030	0.000112	0.015671	0.042493	0.008074	0.000668	0.001560	0.001607	0.002681	0.001231	0.046457	0.007220
UHC-FI	No	NULL	NULL	45-64	429274	53.915590	0.472583	0.000000	0.000000	0.038078	0.165544	444.302981	373.023250	104.154656	145.202319	96.890764	26.775510	71.279730	0.720007	0.001281	0.005951	0.028338	0.026253	0.013098	0.010955	0.059868	0.000540	0.092083	0.243068	0.023136	0.001409	0.014060	0.011505	0.008938	0.003109	0.044360	0.009688
UHC-FI	No	NULL	NULL	65+	36443	69.220645	0.465439	0.000000	0.000000	0.087780	0.213072	745.419764	611.431909	202.646830	231.656002	150.799116	26.329959	133.987855	1.493428	0.000795	0.016326	0.100568	0.074691	0.049364	0.042065	0.100814	0.011991	0.176165	0.461295	0.030239	0.003183	0.057377	0.050489	0.015887	0.005488	0.044782	0.013555
UHC-FI	No	NULL	NULL	NULL	1080348	41.170010	0.458649	0.000000	0.000000	0.039723	0.178983	338.416651	288.014841	80.714500	104.501431	74.632683	28.166226	50.401809	0.457312	0.000945	0.003211	0.015653	0.015395	0.008013	0.006598	0.048825	0.000683	0.051447	0.136319	0.014807	0.001047	0.008410	0.007189	0.005613	0.002121	0.045567	0.008414
UHC-FI	Yes	NULL	NULL	18-44	684222	34.023539	0.514463	1.000000	0.101616	0.050892	0.180163	399.786972	311.044350	82.862800	109.043942	88.506275	30.631331	88.742621	0.353532	0.002116	0.000933	0.003362	0.008685	0.002972	0.002361	0.052092	0.000102	0.029068	0.077129	0.013368	0.000873	0.002579	0.003389	0.006361	0.001657	0.072391	0.008663
UHC-FI	Yes	NULL	NULL	45-64	669845	54.170230	0.497358	1.000000	0.096174	0.049024	0.164463	736.123654	555.502730	148.935944	227.201854	151.289286	28.075645	180.620923	0.976701	0.003545	0.007419	0.040128	0.041022	0.016597	0.013279	0.076132	0.000601	0.115983	0.313618	0.031540	0.001697	0.017630	0.016462	0.016359	0.003572	0.070211	0.011780
UHC-FI	Yes	NULL	NULL	65+	59634	68.240081	0.434785	1.000000	0.079652	0.097209	0.189891	1111.471163	841.218132	265.981254	333.173823	215.058789	27.004264	270.253030	1.700422	0.001458	0.018596	0.129338	0.097041	0.054197	0.040849	0.109082	0.006187	0.194955	0.519250	0.036438	0.003269	0.058758	0.052922	0.022889	0.006120	0.055253	0.015829
UHC-FI	Yes	NULL	NULL	NULL	1413701	45.012871	0.502997	1.000000	0.098111	0.051961	0.173134	589.172153	449.238782	121.894286	174.484405	123.592703	29.267386	139.933370	0.705620	0.002765	0.004752	0.026097	0.027735	0.011589	0.009158	0.065887	0.000595	0.077248	0.207833	0.022951	0.001365	0.012081	0.011672	0.011795	0.002753	0.070635	0.010442
Uni-ASO	No	NULL	NULL	18-44	1590443	29.463877	0.511306	0.000000	0.000000	0.041795	0.192537	263.315526	255.632230	67.613002	86.251614	68.753786	33.013827	7.683295	0.226051	0.001009	0.000487	0.001693	0.004616	0.002029	0.001553	0.040832	0.000106	0.016450	0.040478	0.007766	0.000916	0.001686	0.001915	0.003324	0.001217	0.054435	0.007060
Uni-ASO	No	NULL	NULL	45-64	1032793	54.335185	0.560759	0.000000	0.000000	0.042438	0.158191	480.821869	465.735100	121.785912	187.994292	127.870594	28.084300	15.086769	0.769601	0.001905	0.005875	0.028329	0.030275	0.014288	0.011427	0.062879	0.000767	0.094436	0.246891	0.024315	0.001862	0.014520	0.013383	0.012421	0.003307	0.054921	0.009632
Uni-ASO	No	NULL	NULL	65+	422726	76.051813	0.574227	0.000000	0.000000	0.094337	0.206400	257.069138	239.711867	78.729459	87.412576	64.610035	8.959796	17.357270	1.276825	0.000496	0.014624	0.094183	0.064221	0.056622	0.051889	0.084094	0.029950	0.125610	0.343780	0.018170	0.004269	0.068458	0.055480	0.015224	0.005005	0.038634	0.014318
Uni-ASO	No	NULL	NULL	NULL	3045962	44.362567	0.536806	0.000000	0.000000	0.049305	0.182815	336.198417	324.662252	87.524156	120.910580	88.223416	28.004097	11.536165	0.556181	0.001242	0.004276	0.023561	0.021588	0.013762	0.011887	0.054311	0.004472	0.058042	0.152560	0.014821	0.001702	0.015305	0.013237	0.008060	0.002451	0.052407	0.008939
Uni-ASO	Yes	NULL	NULL	18-44	1560053	34.328388	0.484732	1.000000	0.105393	0.053011	0.181413	384.881338	357.695265	93.113938	125.119215	106.157240	33.304871	27.186072	0.345242	0.002565	0.000840	0.003142	0.008224	0.003105	0.002324	0.050540	0.000113	0.029456	0.076032	0.013592	0.000834	0.002751	0.003417	0.005794	0.001785	0.065417	0.008296
Uni-ASO	Yes	NULL	NULL	45-64	1605865	54.231494	0.477394	1.000000	0.108164	0.048459	0.154999	649.766940	598.257877	148.633991	246.524918	174.568613	28.530354	51.509063	0.936967	0.003791	0.006550	0.035671	0.040513	0.016064	0.012175	0.072762	0.000699	0.111079	0.297065	0.030019	0.001911	0.016407	0.015938	0.014947	0.003751	0.067368	0.011264
Uni-ASO	Yes	NULL	NULL	65+	365534	72.441688	0.453060	1.000000	0.077481	0.087581	0.175450	434.751383	377.819178	114.465279	144.321876	107.364495	11.667525	56.932205	1.349190	0.001001	0.014701	0.102830	0.078616	0.052766	0.042923	0.087370	0.019067	0.137546	0.374799	0.023984	0.003676	0.060932	0.049913	0.016742	0.005033	0.044228	0.013648
Uni-ASO	Yes	NULL	NULL	NULL	3531452	47.324008	0.478117	1.000000	0.103764	0.054519	0.168784	510.495310	469.169824	120.570732	182.313931	137.391056	28.894103	41.325486	0.718235	0.002961	0.004871	0.028253	0.030193	0.014138	0.011006	0.064457	0.002341	0.077761	0.207467	0.022138	0.001618	0.014983	0.013923	0.011090	0.003015	0.064111	0.010200
UHC-FI	No	No	F	NULL	495501	41.595088	1.000000	0.000000	0.000000	0.054908	0.207789	405.566620	349.315324	92.103952	126.779236	96.915590	33.516545	56.251296	0.479461	0.000403	0.001848	0.009874	0.019142	0.008258	0.005132	0.059352	0.000823	0.047299	0.125955	0.015822	0.001069	0.007376	0.006165	0.009265	0.002407	0.065450	0.008339
Uni-ASO	No	No	F	NULL	1635093	45.520218	1.000000	0.000000	0.000000	0.060539	0.208774	380.598118	368.339820	95.068986	135.140338	105.542004	32.588490	12.258297	0.572312	0.000411	0.002999	0.016802	0.023506	0.014145	0.010484	0.063046	0.005427	0.053948	0.149201	0.015541	0.001626	0.014389	0.012018	0.011871	0.002761	0.067631	0.009034
NULL	No	No	F	NULL	2130594	44.607371	1.000000	0.000000	0.000000	0.059229	0.208545	386.404910	363.915393	94.379423	133.195841	103.535804	32.804323	22.489517	0.550718	0.000409	0.002732	0.015191	0.022491	0.012776	0.009239	0.062187	0.004357	0.052401	0.143795	0.015606	0.001497	0.012758	0.010657	0.011265	0.002679	0.067124	0.008872
NULL	No	NULL	F	NULL	2130594	44.607371	1.000000	0.000000	0.000000	0.059229	0.208545	386.404910	363.915393	94.379423	133.195841	103.535804	32.804323	22.489517	0.550718	0.000409	0.002732	0.015191	0.022491	0.012776	0.009239	0.062187	0.004357	0.052401	0.143795	0.015606	0.001497	0.012758	0.010657	0.011265	0.002679	0.067124	0.008872
UHC-FI	No	No	M	NULL	584847	40.809869	0.000000	0.000000	0.000000	0.026858	0.154578	281.525060	236.079121	71.064994	85.626965	55.753894	23.633265	45.445938	0.438547	0.001403	0.004366	0.020548	0.012221	0.007805	0.007841	0.039907	0.000564	0.054961	0.145099	0.013947	0.001029	0.009286	0.008056	0.002518	0.001879	0.028722	0.008479
Uni-ASO	No	No	M	NULL	1410869	43.020936	0.000000	0.000000	0.000000	0.036286	0.152732	284.742443	274.043175	78.780255	104.419342	68.152452	22.691124	10.699268	0.537487	0.002205	0.005755	0.031394	0.019366	0.013318	0.013512	0.044188	0.003366	0.062788	0.156451	0.013987	0.001790	0.016366	0.014650	0.003643	0.002092	0.034763	0.008830
NULL	No	No	M	NULL	1995716	42.372980	0.000000	0.000000	0.000000	0.033523	0.153273	283.799585	262.917763	76.519289	98.912213	64.519040	22.967220	20.881822	0.508493	0.001970	0.005348	0.028215	0.017272	0.011703	0.011850	0.042933	0.002544	0.060494	0.153124	0.013975	0.001567	0.014291	0.012718	0.003314	0.002029	0.032993	0.008727
NULL	No	NULL	M	NULL	1995716	42.372980	0.000000	0.000000	0.000000	0.033523	0.153273	283.799585	262.917763	76.519289	98.912213	64.519040	22.967220	20.881822	0.508493	0.001970	0.005348	0.028215	0.017272	0.011703	0.011850	0.042933	0.002544	0.060494	0.153124	0.013975	0.001567	0.014291	0.012718	0.003314	0.002029	0.032993	0.008727
UHC-FI	Yes	No	F	NULL	624187	44.608352	1.000000	1.000000	0.000000	0.065840	0.205971	643.696466	503.030055	127.373578	195.735998	144.837855	35.082622	140.666410	0.697094	0.000682	0.002523	0.014213	0.031444	0.010990	0.006696	0.078255	0.000644	0.067990	0.182909	0.022937	0.001315	0.009561	0.009530	0.018018	0.003031	0.095705	0.010389
Uni-ASO	Yes	No	F	NULL	1477879	47.128850	1.000000	1.000000	0.000000	0.072680	0.211157	596.963345	554.456673	140.201795	211.691217	165.536244	37.027415	42.506671	0.717189	0.000690	0.002947	0.016452	0.033257	0.013981	0.008968	0.077746	0.002776	0.069341	0.187911	0.022560	0.001630	0.012803	0.011657	0.017589	0.003464	0.088670	0.010353
NULL	Yes	No	F	NULL	2102066	46.380414	1.000000	1.000000	0.000000	0.070649	0.209617	610.840267	539.186065	136.392587	206.953478	159.390069	36.449929	71.654202	0.711222	0.000687	0.002821	0.015787	0.032718	0.013093	0.008294	0.077897	0.002143	0.068940	0.186426	0.022671	0.001537	0.011840	0.011026	0.017716	0.003335	0.090759	0.010364
UHC-FI	Yes	Yes	F	NULL	86901	43.744755	1.000000	1.000000	1.000000	0.055707	0.147765	609.959048	470.070012	112.281552	184.234022	148.303473	25.250964	139.889035	0.616477	0.000253	0.001795	0.011116	0.030494	0.008619	0.004810	0.078307	0.000506	0.050229	0.158778	0.019263	0.000840	0.007778	0.006950	0.016927	0.002405	0.096788	0.008653
Uni-ASO	Yes	Yes	F	NULL	210570	46.068760	1.000000	1.000000	1.000000	0.059984	0.152357	578.830512	537.140802	118.158465	213.927544	177.399421	27.655370	41.689710	0.648287	0.000384	0.002070	0.013320	0.033689	0.010428	0.006159	0.078458	0.001609	0.055496	0.169159	0.020292	0.000916	0.009084	0.008149	0.016488	0.003096	0.088355	0.009018
NULL	Yes	Yes	F	NULL	297471	45.389843	1.000000	1.000000	1.000000	0.058735	0.151016	587.924175	517.547232	116.441627	205.253096	168.899544	26.952964	70.376942	0.638995	0.000346	0.001990	0.012676	0.032756	0.009900	0.005765	0.078414	0.001287	0.053958	0.166127	0.019991	0.000894	0.008703	0.007799	0.016616	0.002894	0.090818	0.008911
NULL	Yes	NULL	F	NULL	2399537	46.257613	1.000000	1.000000	0.123970	0.069172	0.202352	607.999355	536.503495	133.919263	206.742681	160.568960	35.272588	71.495860	0.702268	0.000645	0.002718	0.015402	0.032723	0.012697	0.007980	0.077961	0.002037	0.067082	0.183910	0.022339	0.001457	0.011451	0.010626	0.017580	0.003281	0.090767	0.010184
UHC-FI	Yes	No	M	NULL	650814	45.490822	0.000000	1.000000	0.000000	0.039372	0.149143	535.634407	397.085609	118.234592	153.242076	100.734707	24.874232	138.548797	0.723841	0.005021	0.007088	0.038032	0.023997	0.012493	0.011785	0.053221	0.000550	0.089051	0.235111	0.023446	0.001493	0.014859	0.014212	0.005654	0.002556	0.045011	0.010752
Uni-ASO	Yes	No	M	NULL	1687134	47.613629	0.000000	1.000000	0.000000	0.039756	0.138601	432.386826	391.947293	105.716724	154.086954	109.363292	22.780321	40.439532	0.728298	0.005236	0.006693	0.039202	0.027298	0.014777	0.013307	0.052085	0.002136	0.087382	0.226466	0.021998	0.001718	0.017540	0.016612	0.005288	0.002667	0.041707	0.010289
NULL	Yes	No	M	NULL	2337948	47.022704	0.000000	1.000000	0.000000	0.039649	0.141536	461.127829	393.377645	109.201320	153.851765	106.961355	23.363202	67.750184	0.727057	0.005176	0.006803	0.038876	0.026379	0.014141	0.012883	0.052401	0.001694	0.087847	0.228872	0.022401	0.001656	0.016794	0.015944	0.005390	0.002636	0.042627	0.010418
UHC-FI	Yes	Yes	M	NULL	51799	46.009768	0.000000	1.000000	1.000000	0.036603	0.121430	569.931345	421.360776	117.975931	168.935757	113.321572	21.127515	148.570569	0.728971	0.003745	0.007220	0.044479	0.025367	0.012432	0.013108	0.055155	0.000733	0.085831	0.247746	0.023108	0.001235	0.014749	0.013494	0.005366	0.002451	0.046622	0.010193
Uni-ASO	Yes	Yes	M	NULL	155869	47.735309	0.000000	1.000000	1.000000	0.034740	0.115924	443.778033	404.554445	98.477292	166.593943	119.856129	19.627079	39.223588	0.713727	0.003342	0.007185	0.041797	0.027754	0.013723	0.011978	0.053467	0.001430	0.083531	0.239001	0.022146	0.001366	0.015949	0.014101	0.004972	0.002418	0.040995	0.009379
