Insurance	HaveEmail	HaveFitbit	Gdr_Cd	AgeBand	MbrCnt	Age	Female	HasEmail	HasFitbit	IP Admit	ER Visit	PMPM	Med	Ip	Op	Dr	Er	Rx	Charlson	AIDS_HIV	AMI	Angina	Cancer	CEVD	CHF	COPD	Dementia	Diabetes	HTN	Liver	Paralysis	PVD	Renal_Failure	Rheumatic	Ulcers	Depression	Skin
Uni-ASO	No	NULL	NULL	45-64	1032793	54.335185	0.560759	0.000000	0.000000	0.042438	0.158191	480.821869	465.735100	121.785912	187.994292	127.870594	28.084300	15.086769	0.769601	0.001905	0.005875	0.028329	0.030275	0.014288	0.011427	0.062879	0.000767	0.094436	0.246891	0.024315	0.001862	0.014520	0.013383	0.012421	0.003307	0.054921	0.009632
Uni-ASO	No	NULL	NULL	65+	422726	76.051813	0.574227	0.000000	0.000000	0.094337	0.206400	257.069138	239.711867	78.729459	87.412576	64.610035	8.959796	17.357270	1.276825	0.000496	0.014624	0.094183	0.064221	0.056622	0.051889	0.084094	0.029950	0.125610	0.343780	0.018170	0.004269	0.068458	0.055480	0.015224	0.005005	0.038634	0.014318
Uni-ASO	No	NULL	NULL	NULL	3045962	44.362567	0.536806	0.000000	0.000000	0.049305	0.182815	336.198417	324.662252	87.524156	120.910580	88.223416	28.004097	11.536165	0.556181	0.001242	0.004276	0.023561	0.021588	0.013762	0.011887	0.054311	0.004472	0.058042	0.152560	0.014821	0.001702	0.015305	0.013237	0.008060	0.002451	0.052407	0.008939
Uni-ASO	Yes	NULL	NULL	18-44	1560053	34.328388	0.484732	1.000000	0.105393	0.053011	0.181413	384.881338	357.695265	93.113938	125.119215	106.157240	33.304871	27.186072	0.345242	0.002565	0.000840	0.003142	0.008224	0.003105	0.002324	0.050540	0.000113	0.029456	0.076032	0.013592	0.000834	0.002751	0.003417	0.005794	0.001785	0.065417	0.008296
Uni-ASO	Yes	NULL	NULL	45-64	1605865	54.231494	0.477394	1.000000	0.108164	0.048459	0.154999	649.766940	598.257877	148.633991	246.524918	174.568613	28.530354	51.509063	0.936967	0.003791	0.006550	0.035671	0.040513	0.016064	0.012175	0.072762	0.000699	0.111079	0.297065	0.030019	0.001911	0.016407	0.015938	0.014947	0.003751	0.067368	0.011264
Uni-ASO	Yes	NULL	NULL	65+	365534	72.441688	0.453060	1.000000	0.077481	0.087581	0.175450	434.751383	377.819178	114.465279	144.321876	107.364495	11.667525	56.932205	1.349190	0.001001	0.014701	0.102830	0.078616	0.052766	0.042923	0.087370	0.019067	0.137546	0.374799	0.023984	0.003676	0.060932	0.049913	0.016742	0.005033	0.044228	0.013648
Uni-ASO	Yes	NULL	NULL	NULL	3531452	47.324008	0.478117	1.000000	0.103764	0.054519	0.168784	510.495310	469.169824	120.570732	182.313931	137.391056	28.894103	41.325486	0.718235	0.002961	0.004871	0.028253	0.030193	0.014138	0.011006	0.064457	0.002341	0.077761	0.207467	0.022138	0.001618	0.014983	0.013923	0.011090	0.003015	0.064111	0.010200
Other	No	No	F	NULL	1588711	54.997599	1.000000	0.000000	0.000000	0.032723	0.113388	213.226495	192.223125	51.660035	69.381497	54.383082	16.798510	21.003369	0.315310	0.000226	0.001745	0.009746	0.013031	0.008001	0.006042	0.034903	0.002862	0.031070	0.081133	0.008529	0.000857	0.008246	0.006680	0.006284	0.001479	0.035525	0.004946
UHC-FI	No	No	F	NULL	495501	41.595088	1.000000	0.000000	0.000000	0.054908	0.207789	405.566620	349.315324	92.103952	126.779236	96.915590	33.516545	56.251296	0.479461	0.000403	0.001848	0.009874	0.019142	0.008258	0.005132	0.059352	0.000823	0.047299	0.125955	0.015822	0.001069	0.007376	0.006165	0.009265	0.002407	0.065450	0.008339
Uni-ASO	No	No	F	NULL	1635093	45.520218	1.000000	0.000000	0.000000	0.060539	0.208774	380.598118	368.339820	95.068986	135.140338	105.542004	32.588490	12.258297	0.572312	0.000411	0.002999	0.016802	0.023506	0.014145	0.010484	0.063046	0.005427	0.053948	0.149201	0.015541	0.001626	0.014389	0.012018	0.011871	0.002761	0.067631	0.009034
NULL	No	No	F	NULL	3719305	49.045585	1.000000	0.000000	0.000000	0.047907	0.167898	312.431291	290.576585	76.131723	105.937374	82.540088	25.967397	21.854705	0.450163	0.000331	0.002310	0.012865	0.018450	0.010736	0.007873	0.050532	0.003718	0.043290	0.117029	0.012583	0.001223	0.010831	0.008958	0.009137	0.002167	0.053626	0.007195
NULL	No	NULL	F	NULL	3719305	49.045585	1.000000	0.000000	0.000000	0.047907	0.167898	312.431291	290.576585	76.131723	105.937374	82.540088	25.967397	21.854705	0.450163	0.000331	0.002310	0.012865	0.018450	0.010736	0.007873	0.050532	0.003718	0.043290	0.117029	0.012583	0.001223	0.010831	0.008958	0.009137	0.002167	0.053626	0.007195
Other	No	No	M	NULL	1458937	51.997354	0.000000	0.000000	0.000000	0.021671	0.091176	172.516022	153.052984	45.103527	57.161591	38.142603	12.645262	19.463037	0.327731	0.000873	0.003542	0.019614	0.012045	0.008169	0.008107	0.026913	0.001837	0.039937	0.097603	0.008613	0.001011	0.010235	0.008888	0.002104	0.001287	0.019079	0.005269
UHC-FI	No	No	M	NULL	584847	40.809869	0.000000	0.000000	0.000000	0.026858	0.154578	281.525060	236.079121	71.064994	85.626965	55.753894	23.633265	45.445938	0.438547	0.001403	0.004366	0.020548	0.012221	0.007805	0.007841	0.039907	0.000564	0.054961	0.145099	0.013947	0.001029	0.009286	0.008056	0.002518	0.001879	0.028722	0.008479
Uni-ASO	No	No	M	NULL	1410869	43.020936	0.000000	0.000000	0.000000	0.036286	0.152732	284.742443	274.043175	78.780255	104.419342	68.152452	22.691124	10.699268	0.537487	0.002205	0.005755	0.031394	0.019366	0.013318	0.013512	0.044188	0.003366	0.062788	0.156451	0.013987	0.001790	0.016366	0.014650	0.003643	0.002092	0.034763	0.008830
NULL	No	No	M	NULL	3454653	46.437456	0.000000	0.000000	0.000000	0.028518	0.127049	236.803343	216.520689	63.252076	81.280478	53.379988	18.608146	20.282654	0.432155	0.001506	0.004585	0.024583	0.015065	0.010210	0.010269	0.036168	0.002246	0.051813	0.129677	0.011711	0.001332	0.012578	0.011100	0.002803	0.001716	0.027117	0.007267
NULL	No	NULL	M	NULL	3454653	46.437456	0.000000	0.000000	0.000000	0.028518	0.127049	236.803343	216.520689	63.252076	81.280478	53.379988	18.608146	20.282654	0.432155	0.001506	0.004585	0.024583	0.015065	0.010210	0.010269	0.036168	0.002246	0.051813	0.129677	0.011711	0.001332	0.012578	0.011100	0.002803	0.001716	0.027117	0.007267
Other	Yes	No	F	NULL	937825	50.234236	1.000000	1.000000	0.000000	0.062527	0.183894	594.253175	498.334882	125.582061	191.419729	150.096275	31.236815	95.918293	0.677141	0.000727	0.002617	0.015523	0.031138	0.012841	0.007487	0.074007	0.001323	0.069399	0.176686	0.021599	0.001384	0.011717	0.010237	0.017059	0.003031	0.083198	0.009424
UHC-FI	Yes	No	F	NULL	624187	44.608352	1.000000	1.000000	0.000000	0.065840	0.205971	643.696466	503.030055	127.373578	195.735998	144.837855	35.082622	140.666410	0.697094	0.000682	0.002523	0.014213	0.031444	0.010990	0.006696	0.078255	0.000644	0.067990	0.182909	0.022937	0.001315	0.009561	0.009530	0.018018	0.003031	0.095705	0.010389
Uni-ASO	Yes	No	F	NULL	1477879	47.128850	1.000000	1.000000	0.000000	0.072680	0.211157	596.963345	554.456673	140.201795	211.691217	165.536244	37.027415	42.506671	0.717189	0.000690	0.002947	0.016452	0.033257	0.013981	0.008968	0.077746	0.002776	0.069341	0.187911	0.022560	0.001630	0.012803	0.011657	0.017589	0.003464	0.088670	0.010353
NULL	Yes	No	F	NULL	3039891	47.569342	1.000000	1.000000	0.000000	0.068143	0.201681	605.723048	526.583224	133.057473	202.161221	156.522877	34.841651	79.139822	0.700708	0.000700	0.002758	0.015706	0.032231	0.013015	0.008045	0.076697	0.001890	0.069082	0.183421	0.022341	0.001489	0.011802	0.010782	0.017514	0.003241	0.088427	0.010074
Other	Yes	Yes	F	NULL	124438	47.113671	1.000000	1.000000	1.000000	0.054766	0.148925	594.334080	492.385802	104.735551	196.176901	165.209272	26.264076	101.948278	0.631716	0.000393	0.001848	0.011748	0.031260	0.010069	0.005448	0.080329	0.000795	0.055376	0.161180	0.020122	0.000835	0.008389	0.007248	0.016787	0.002981	0.090518	0.008871
UHC-FI	Yes	Yes	F	NULL	86901	43.744755	1.000000	1.000000	1.000000	0.055707	0.147765	609.959048	470.070012	112.281552	184.234022	148.303473	25.250964	139.889035	0.616477	0.000253	0.001795	0.011116	0.030494	0.008619	0.004810	0.078307	0.000506	0.050229	0.158778	0.019263	0.000840	0.007778	0.006950	0.016927	0.002405	0.096788	0.008653
Uni-ASO	Yes	Yes	F	NULL	210570	46.068760	1.000000	1.000000	1.000000	0.059984	0.152357	578.830512	537.140802	118.158465	213.927544	177.399421	27.655370	41.689710	0.648287	0.000384	0.002070	0.013320	0.033689	0.010428	0.006159	0.078458	0.001609	0.055496	0.169159	0.020292	0.000916	0.009084	0.008149	0.016488	0.003096	0.088355	0.009018
NULL	Yes	Yes	F	NULL	421909	45.898269	1.000000	1.000000	1.000000	0.057564	0.150399	589.814715	510.126110	112.989032	202.576160	167.811134	26.749783	79.688604	0.636848	0.000360	0.001948	0.012403	0.032315	0.009950	0.005671	0.078979	0.001142	0.054376	0.164668	0.020030	0.000876	0.008610	0.007636	0.016667	0.002920	0.090730	0.008900
NULL	Yes	NULL	F	NULL	3461800	47.365679	1.000000	1.000000	0.121875	0.066854	0.195431	603.784210	524.577504	130.611620	202.211792	157.898640	33.855450	79.206705	0.692925	0.000658	0.002659	0.015303	0.032241	0.012641	0.007756	0.076975	0.001799	0.067289	0.181136	0.022059	0.001415	0.011413	0.010399	0.017410	0.003202	0.088707	0.009931
Other	Yes	No	M	NULL	937165	50.430948	0.000000	1.000000	0.000000	0.038666	0.135459	483.825335	386.069875	107.559438	150.210617	106.417643	21.882174	97.755460	0.728509	0.004270	0.006835	0.040459	0.026286	0.014727	0.013003	0.052411	0.001321	0.091425	0.230232	0.022271	0.001598	0.017759	0.016273	0.005493	0.002695	0.041470	0.010325
UHC-FI	Yes	No	M	NULL	650814	45.490822	0.000000	1.000000	0.000000	0.039372	0.149143	535.634407	397.085609	118.234592	153.242076	100.734707	24.874232	138.548797	0.723841	0.005021	0.007088	0.038032	0.023997	0.012493	0.011785	0.053221	0.000550	0.089051	0.235111	0.023446	0.001493	0.014859	0.014212	0.005654	0.002556	0.045011	0.010752
Uni-ASO	Yes	No	M	NULL	1687134	47.613629	0.000000	1.000000	0.000000	0.039756	0.138601	432.386826	391.947293	105.716724	154.086954	109.363292	22.780321	40.439532	0.728298	0.005236	0.006693	0.039202	0.027298	0.014777	0.013307	0.052085	0.002136	0.087382	0.226466	0.021998	0.001718	0.017540	0.016612	0.005288	0.002667	0.041707	0.010289
NULL	Yes	No	M	NULL	3275113	47.997964	0.000000	1.000000	0.000000	0.039368	0.139797	467.622661	391.286546	108.731500	152.809861	106.805774	22.939410	76.336115	0.727473	0.004917	0.006812	0.039329	0.026353	0.014309	0.012917	0.052404	0.001587	0.088871	0.229262	0.022364	0.001639	0.017070	0.016038	0.005419	0.002653	0.042296	0.010391
Other	Yes	Yes	M	NULL	77785	49.405566	0.000000	1.000000	1.000000	0.037127	0.119136	532.428881	425.926952	113.931331	171.695847	120.830566	19.469207	106.501928	0.744802	0.003021	0.007585	0.044931	0.028270	0.013922	0.012727	0.055704	0.000989	0.090004	0.246268	0.023693	0.001324	0.017021	0.015157	0.005245	0.002558	0.046384	0.009050
UHC-FI	Yes	Yes	M	NULL	51799	46.009768	0.000000	1.000000	1.000000	0.036603	0.121430	569.931345	421.360776	117.975931	168.935757	113.321572	21.127515	148.570569	0.728971	0.003745	0.007220	0.044479	0.025367	0.012432	0.013108	0.055155	0.000733	0.085831	0.247746	0.023108	0.001235	0.014749	0.013494	0.005366	0.002451	0.046622	0.010193
Uni-ASO	Yes	Yes	M	NULL	155869	47.735309	0.000000	1.000000	1.000000	0.034740	0.115924	443.778033	404.554445	98.477292	166.593943	119.856129	19.627079	39.223588	0.713727	0.003342	0.007185	0.041797	0.027754	0.013723	0.011978	0.053467	0.001430	0.083531	0.239001	0.022146	0.001366	0.015949	0.014101	0.004972	0.002418	0.040995	0.009379
NULL	Yes	Yes	M	NULL	285453	47.877328	0.000000	1.000000	1.000000	0.035729	0.117798	490.827185	413.428100	106.226737	168.409146	118.935883	19.856332	77.399084	0.724961	0.003328	0.007300	0.043138	0.027461	0.013543	0.012387	0.054383	0.001184	0.085712	0.242568	0.022742	0.001331	0.016023	0.014279	0.005118	0.002462	0.043485	0.009437
NULL	Yes	NULL	M	NULL	3560566	47.988292	0.000000	1.000000	0.080170	0.039076	0.138033	469.482984	393.061649	108.530691	154.060466	107.778253	22.692237	76.421334	0.727271	0.004789	0.006851	0.039634	0.026442	0.014247	0.012875	0.052562	0.001555	0.088617	0.230328	0.022394	0.001614	0.016986	0.015897	0.005395	0.002638	0.042391	0.010315
Other	No	NULL	F	NULL	1588711	54.997599	1.000000	0.000000	0.000000	0.032723	0.113388	213.226495	192.223125	51.660035	69.381497	54.383082	16.798510	21.003369	0.315310	0.000226	0.001745	0.009746	0.013031	0.008001	0.006042	0.034903	0.002862	0.031070	0.081133	0.008529	0.000857	0.008246	0.006680	0.006284	0.001479	0.035525	0.004946
Other	Yes	NULL	F	NULL	1062263	49.868680	1.000000	1.000000	0.117144	0.061618	0.179798	594.262653	497.637981	123.140012	191.977004	151.866676	30.654287	96.624671	0.671820	0.000688	0.002527	0.015081	0.031152	0.012516	0.007248	0.074747	0.001261	0.067757	0.174870	0.021426	0.001319	0.011327	0.009887	0.017027	0.003025	0.084056	0.009360
Other	NULL	NULL	F	NULL	2650974	52.942407	1.000000	0.400706	0.046940	0.044301	0.139999	365.910230	314.604899	80.302540	118.506336	93.445409	22.350612	51.305330	0.458166	0.000411	0.002058	0.011884	0.020292	0.009810	0.006525	0.050869	0.002221	0.045771	0.118694	0.013697	0.001042	0.009481	0.007965	0.010589	0.002099	0.054972	0.006714
Other	No	NULL	M	NULL	1458937	51.997354	0.000000	0.000000	0.000000	0.021671	0.091176	172.516022	153.052984	45.103527	57.161591	38.142603	12.645262	19.463037	0.327731	0.000873	0.003542	0.019614	0.012045	0.008169	0.008107	0.026913	0.001837	0.039937	0.097603	0.008613	0.001011	0.010235	0.008888	0.002104	0.001287	0.019079	0.005269
Other	Yes	NULL	M	NULL	1014950	50.352364	0.000000	1.000000	0.076639	0.038548	0.134208	487.550274	389.124491	108.047775	151.857229	107.522239	21.697246	98.425783	0.729758	0.004174	0.006892	0.040802	0.026438	0.014665	0.012981	0.052663	0.001295	0.091316	0.231461	0.022380	0.001577	0.017703	0.016187	0.005474	0.002684	0.041847	0.010228
Other	NULL	NULL	M	NULL	2473887	51.322472	0.000000	0.410265	0.031442	0.028595	0.108831	301.763645	249.904932	70.927368	96.011926	66.606660	16.358977	51.858712	0.492669	0.002227	0.004917	0.028306	0.017950	0.010834	0.010107	0.037477	0.001615	0.061016	0.152520	0.014261	0.001243	0.013299	0.011883	0.003487	0.001860	0.028420	0.007303
UHC-FI	No	NULL	F	NULL	495501	41.595088	1.000000	0.000000	0.000000	0.054908	0.207789	405.566620	349.315324	92.103952	126.779236	96.915590	33.516545	56.251296	0.479461	0.000403	0.001848	0.009874	0.019142	0.008258	0.005132	0.059352	0.000823	0.047299	0.125955	0.015822	0.001069	0.007376	0.006165	0.009265	0.002407	0.065450	0.008339
UHC-FI	Yes	NULL	F	NULL	711088	44.502813	1.000000	1.000000	0.122208	0.064602	0.198858	639.573467	499.002058	125.529204	194.330359	145.261383	33.881110	140.571408	0.687242	0.000630	0.002434	0.013835	0.031328	0.010700	0.006466	0.078261	0.000627	0.065820	0.179960	0.022488	0.001257	0.009343	0.009215	0.017885	0.002954	0.095837	0.010177
UHC-FI	NULL	NULL	F	NULL	1206589	43.308719	1.000000	0.589337	0.072022	0.060621	0.202526	543.475602	437.531311	111.802703	166.589638	125.407573	33.731396	105.944290	0.601914	0.000537	0.002193	0.012208	0.026323	0.009697	0.005918	0.070496	0.000707	0.058214	0.157782	0.019750	0.001180	0.008535	0.007962	0.014345	0.002730	0.083358	0.009422
UHC-FI	No	NULL	M	NULL	584847	40.809869	0.000000	0.000000	0.000000	0.026858	0.154578	281.525060	236.079121	71.064994	85.626965	55.753894	23.633265	45.445938	0.438547	0.001403	0.004366	0.020548	0.012221	0.007805	0.007841	0.039907	0.000564	0.054961	0.145099	0.013947	0.001029	0.009286	0.008056	0.002518	0.001879	0.028722	0.008479
UHC-FI	Yes	NULL	M	NULL	702613	45.529080	0.000000	1.000000	0.073723	0.039168	0.147100	538.162893	398.875256	118.215522	154.399067	101.662654	24.598011	139.287636	0.724219	0.004927	0.007097	0.038507	0.024098	0.012489	0.011882	0.053363	0.000563	0.088814	0.236043	0.023421	0.001474	0.014851	0.014159	0.005633	0.002549	0.045130	0.010711
UHC-FI	NULL	NULL	M	NULL	1287460	43.385312	0.000000	0.545735	0.040233	0.033576	0.150497	421.581510	324.922798	96.796725	123.158363	80.807947	24.159762	96.658711	0.594448	0.003326	0.005857	0.030349	0.018703	0.010361	0.010046	0.047251	0.000563	0.073436	0.194730	0.019117	0.001272	0.012323	0.011387	0.004218	0.002244	0.037676	0.009697
Uni-ASO	No	NULL	F	NULL	1635093	45.520218	1.000000	0.000000	0.000000	0.060539	0.208774	380.598118	368.339820	95.068986	135.140338	105.542004	32.588490	12.258297	0.572312	0.000411	0.002999	0.016802	0.023506	0.014145	0.010484	0.063046	0.005427	0.053948	0.149201	0.015541	0.001626	0.014389	0.012018	0.011871	0.002761	0.067631	0.009034
Uni-ASO	Yes	NULL	F	NULL	1688449	46.996644	1.000000	1.000000	0.124712	0.071097	0.203824	594.701961	552.297174	137.452725	211.970114	167.015726	35.858608	42.404786	0.708597	0.000652	0.002838	0.016062	0.033311	0.013538	0.008618	0.077835	0.002631	0.067614	0.185573	0.022277	0.001541	0.012339	0.011220	0.017452	0.003418	0.088631	0.010186
Uni-ASO	NULL	NULL	F	NULL	3323542	46.270282	1.000000	0.508026	0.063357	0.065903	0.206259	489.368646	461.795119	116.601069	174.171937	136.772313	34.249798	27.573527	0.641548	0.000533	0.002917	0.016426	0.028487	0.013837	0.009536	0.070559	0.004007	0.060891	0.167679	0.018963	0.001583	0.013348	0.011612	0.014706	0.003095	0.078300	0.009619
Uni-ASO	No	NULL	M	NULL	1410869	43.020936	0.000000	0.000000	0.000000	0.036286	0.152732	284.742443	274.043175	78.780255	104.419342	68.152452	22.691124	10.699268	0.537487	0.002205	0.005755	0.031394	0.019366	0.013318	0.013512	0.044188	0.003366	0.062788	0.156451	0.013987	0.001790	0.016366	0.014650	0.003643	0.002092	0.034763	0.008830
Uni-ASO	Yes	NULL	M	NULL	1843003	47.623920	0.000000	1.000000	0.084573	0.039332	0.136683	433.350219	393.013523	105.104461	155.144712	110.250707	22.513640	40.336696	0.727066	0.005076	0.006735	0.039422	0.027337	0.014687	0.013194	0.052202	0.002076	0.087056	0.227526	0.022010	0.001689	0.017405	0.016400	0.005261	0.002646	0.041647	0.010212
Uni-ASO	NULL	NULL	M	NULL	3253872	45.628080	0.000000	0.566403	0.047902	0.038011	0.143642	368.914339	341.428342	93.690365	133.150346	91.997032	22.590597	27.485997	0.644865	0.003831	0.006310	0.035941	0.023881	0.014094	0.013332	0.048727	0.002635	0.076534	0.196708	0.018532	0.001733	0.016955	0.015641	0.004560	0.002406	0.038662	0.009612
Other	No	No	NULL	NULL	3047648	53.561355	0.521290	0.000000	0.000000	0.027432	0.102755	193.738019	173.472020	48.521375	63.531716	46.608616	14.810312	20.265998	0.321256	0.000536	0.002605	0.014470	0.012559	0.008081	0.007030	0.031078	0.002371	0.035315	0.089017	0.008569	0.000931	0.009198	0.007737	0.004283	0.001387	0.027652	0.005100
UHC-FI	No	No	NULL	NULL	1080348	41.170010	0.458649	0.000000	0.000000	0.039723	0.178983	338.416651	288.014841	80.714500	104.501431	74.632683	28.166226	50.401809	0.457312	0.000945	0.003211	0.015653	0.015395	0.008013	0.006598	0.048825	0.000683	0.051447	0.136319	0.014807	0.001047	0.008410	0.007189	0.005613	0.002121	0.045567	0.008414
Uni-ASO	No	No	NULL	NULL	3045962	44.362567	0.536806	0.000000	0.000000	0.049305	0.182815	336.198417	324.662252	87.524156	120.910580	88.223416	28.004097	11.536165	0.556181	0.001242	0.004276	0.023561	0.021588	0.013762	0.011887	0.054311	0.004472	0.058042	0.152560	0.014821	0.001702	0.015305	0.013237	0.008060	0.002451	0.052407	0.008939
NULL	No	No	NULL	NULL	7173958	47.789628	0.518445	0.000000	0.000000	0.038570	0.148227	276.012299	254.914622	69.929469	94.063731	68.497906	22.423516	21.097676	0.441491	0.000897	0.003406	0.018508	0.016820	0.010483	0.009027	0.043615	0.003009	0.047394	0.123120	0.012163	0.001276	0.011672	0.009990	0.006087	0.001949	0.040861	0.007229
Other	Yes	No	NULL	NULL	1874990	50.332558	0.500176	1.000000	0.000000	0.050601	0.159685	539.058691	442.222137	116.573921	170.822426	128.264647	26.561141	96.836553	0.702816	0.002498	0.004725	0.027986	0.028713	0.013784	0.010244	0.063213	0.001322	0.080408	0.203450	0.021935	0.001491	0.014737	0.013254	0.011278	0.002863	0.062342	0.009875
UHC-FI	Yes	No	NULL	NULL	1275001	45.058802	0.489558	1.000000	0.000000	0.052330	0.176964	588.537057	448.951565	122.708656	174.045318	122.325758	29.871831	139.585491	0.710747	0.002897	0.004853	0.026371	0.027643	0.011757	0.009294	0.065476	0.000596	0.078741	0.209555	0.023196	0.001406	0.012265	0.011920	0.011707	0.002789	0.069828	0.010574
Uni-ASO	Yes	No	NULL	NULL	3165013	47.387265	0.466942	1.000000	0.000000	0.055129	0.172481	509.234593	467.829825	121.819268	180.984831	135.592830	29.432894	41.404767	0.723111	0.003113	0.004944	0.028579	0.030081	0.014405	0.011281	0.064067	0.002435	0.078958	0.208463	0.022260	0.001677	0.015328	0.014299	0.011032	0.003039	0.063636	0.010319
NULL	Yes	No	NULL	NULL	6315004	47.791635	0.481375	1.000000	0.000000	0.053220	0.169587	534.100865	456.415112	120.441438	176.566418	130.738391	28.668863	77.685752	0.714589	0.002887	0.004861	0.027957	0.029182	0.013686	0.010572	0.064098	0.001733	0.079345	0.207195	0.022353	0.001567	0.014534	0.013508	0.011241	0.002936	0.064502	0.010238
Other	Yes	Yes	NULL	NULL	202223	47.995247	0.615350	1.000000	1.000000	0.047981	0.137467	570.522269	466.822430	108.272704	186.760273	148.139019	23.650432	103.699838	0.675214	0.001404	0.004054	0.024512	0.030110	0.011551	0.008248	0.070857	0.000870	0.068696	0.193909	0.021496	0.001023	0.011709	0.010290	0.012347	0.002818	0.073542	0.008940
UHC-FI	Yes	Yes	NULL	NULL	138700	44.590648	0.626539	1.000000	1.000000	0.048572	0.137930	595.010274	451.879026	114.408178	178.520721	135.239107	23.711018	143.131247	0.658489	0.001557	0.003821	0.023576	0.028579	0.010043	0.007909	0.069661	0.000591	0.063525	0.192004	0.020699	0.000987	0.010382	0.009394	0.012609	0.002422	0.078053	0.009228
Uni-ASO	Yes	Yes	NULL	NULL	366439	46.777646	0.574638	1.000000	1.000000	0.049246	0.136860	521.384403	480.743685	109.786854	193.793658	152.922727	24.240445	40.640717	0.676123	0.001642	0.004246	0.025433	0.031164	0.011830	0.008634	0.067828	0.001533	0.067421	0.198868	0.021081	0.001107	0.012004	0.010681	0.011589	0.002808	0.068210	0.009172
NULL	Yes	Yes	NULL	NULL	707362	46.696910	0.596454	1.000000	1.000000	0.048752	0.137243	549.868708	471.104030	110.260136	188.788203	148.087729	23.967960	78.764678	0.672406	0.001557	0.004108	0.024806	0.030356	0.011400	0.008381	0.069053	0.001159	0.067022	0.196104	0.021124	0.001060	0.011602	0.010317	0.012006	0.002735	0.071664	0.009116
